user_id,meal_type,timestamp,is_weekend,logged,food_id,food_name,tags
user_001,breakfast,2025-01-20 09:25:00,False,False,8,lentil soup,['legumes']
user_001,morning_snack,2025-01-20 10:09:00,False,False,11,herb roasted vegetables,[]
user_001,lunch,2025-01-20 13:46:00,False,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,dinner,2025-01-20 20:47:00,False,False,4,chicken caesar salad,"['gluten', 'dairy', 'fish', 'egg']"
user_001,breakfast,2025-01-21 07:51:00,False,False,1,beef tacos,['dairy']
user_001,lunch,2025-01-21 13:41:00,False,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,dinner,2025-01-21 18:59:00,False,True,11,herb roasted vegetables,[]
user_001,early_morning,2025-01-22 05:02:00,False,False,11,herb roasted vegetables,[]
user_001,breakfast,2025-01-22 08:31:00,False,False,10,black bean and sweet potato tacos,['legumes']
user_001,lunch,2025-01-22 12:19:00,False,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,dinner,2025-01-22 18:39:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,breakfast,2025-01-23 08:39:00,False,False,7,salmon sushi roll,"['fish', 'soy', 'gluten']"
user_001,lunch,2025-01-23 13:35:00,False,True,11,herb roasted vegetables,[]
user_001,afternoon_snack,2025-01-23 15:59:00,False,False,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,dinner,2025-01-23 19:25:00,False,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,early_morning,2025-01-24 06:53:00,False,True,8,lentil soup,['legumes']
user_001,breakfast,2025-01-24 07:19:00,False,True,6,mushroom risotto,['dairy']
user_001,lunch,2025-01-24 12:18:00,False,False,1,beef tacos,['dairy']
user_001,dinner,2025-01-24 18:35:00,False,False,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,early_morning,2025-01-25 05:52:00,True,False,8,lentil soup,['legumes']
user_001,breakfast,2025-01-25 07:56:00,True,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,lunch,2025-01-25 13:11:00,True,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,dinner,2025-01-25 20:13:00,True,False,8,lentil soup,['legumes']
user_001,breakfast,2025-01-26 07:37:00,True,False,11,herb roasted vegetables,[]
user_001,morning_snack,2025-01-26 10:12:00,True,True,8,lentil soup,['legumes']
user_001,lunch,2025-01-26 12:48:00,True,True,11,herb roasted vegetables,[]
user_001,dinner,2025-01-26 20:44:00,True,True,11,herb roasted vegetables,[]
user_001,early_morning,2025-01-27 06:50:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,breakfast,2025-01-27 08:08:00,False,True,4,chicken caesar salad,"['gluten', 'dairy', 'fish', 'egg']"
user_001,lunch,2025-01-27 13:14:00,False,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,dinner,2025-01-27 20:48:00,False,True,8,lentil soup,['legumes']
user_001,breakfast,2025-01-28 09:23:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,morning_snack,2025-01-28 10:15:00,False,True,9,mango chicken lettuce wraps,['fish']
user_001,lunch,2025-01-28 11:27:00,False,True,11,herb roasted vegetables,[]
user_001,dinner,2025-01-28 18:14:00,False,True,11,herb roasted vegetables,[]
user_001,breakfast,2025-01-29 09:28:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,lunch,2025-01-29 11:43:00,False,True,7,salmon sushi roll,"['fish', 'soy', 'gluten']"
user_001,dinner,2025-01-29 18:26:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,breakfast,2025-01-30 08:38:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,morning_snack,2025-01-30 10:11:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,lunch,2025-01-30 11:23:00,False,False,10,black bean and sweet potato tacos,['legumes']
user_001,afternoon_snack,2025-01-30 15:30:00,False,True,9,mango chicken lettuce wraps,['fish']
user_001,dinner,2025-01-30 18:20:00,False,False,0,margherita pizza,"['gluten', 'dairy']"
user_001,early_morning,2025-01-31 06:54:00,False,True,11,herb roasted vegetables,[]
user_001,breakfast,2025-01-31 07:27:00,False,True,8,lentil soup,['legumes']
user_001,lunch,2025-01-31 11:06:00,False,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,dinner,2025-01-31 20:13:00,False,False,11,herb roasted vegetables,[]
user_001,breakfast,2025-02-01 09:58:00,True,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,morning_snack,2025-02-01 10:31:00,True,True,11,herb roasted vegetables,[]
user_001,lunch,2025-02-01 12:07:00,True,False,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,dinner,2025-02-01 20:08:00,True,False,8,lentil soup,['legumes']
user_001,breakfast,2025-02-02 08:30:00,True,False,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,lunch,2025-02-02 13:15:00,True,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,afternoon_snack,2025-02-02 15:36:00,True,False,11,herb roasted vegetables,[]
user_001,dinner,2025-02-02 19:10:00,True,True,10,black bean and sweet potato tacos,['legumes']
user_001,early_morning,2025-02-03 05:32:00,False,False,11,herb roasted vegetables,[]
user_001,breakfast,2025-02-03 07:13:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,lunch,2025-02-03 12:23:00,False,True,8,lentil soup,['legumes']
user_001,dinner,2025-02-03 19:14:00,False,False,10,black bean and sweet potato tacos,['legumes']
user_001,breakfast,2025-02-04 07:38:00,False,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,morning_snack,2025-02-04 10:43:00,False,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,lunch,2025-02-04 11:23:00,False,True,7,salmon sushi roll,"['fish', 'soy', 'gluten']"
user_001,afternoon_snack,2025-02-04 16:47:00,False,True,7,salmon sushi roll,"['fish', 'soy', 'gluten']"
user_001,dinner,2025-02-04 19:57:00,False,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,breakfast,2025-02-05 07:43:00,False,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,lunch,2025-02-05 13:50:00,False,False,9,mango chicken lettuce wraps,['fish']
user_001,afternoon_snack,2025-02-05 16:07:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,dinner,2025-02-05 20:06:00,False,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,evening_snack,2025-02-05 22:27:00,False,False,8,lentil soup,['legumes']
user_001,early_morning,2025-02-06 06:48:00,False,True,5,peanut butter banana smoothie,"['peanuts', 'dairy', 'gluten']"
user_001,breakfast,2025-02-06 09:21:00,False,True,7,salmon sushi roll,"['fish', 'soy', 'gluten']"
user_001,morning_snack,2025-02-06 10:00:00,False,False,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,lunch,2025-02-06 12:49:00,False,True,5,peanut butter banana smoothie,"['peanuts', 'dairy', 'gluten']"
user_001,dinner,2025-02-06 19:08:00,False,True,6,mushroom risotto,['dairy']
user_001,breakfast,2025-02-07 07:25:00,False,False,9,mango chicken lettuce wraps,['fish']
user_001,lunch,2025-02-07 13:05:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,afternoon_snack,2025-02-07 16:34:00,False,False,9,mango chicken lettuce wraps,['fish']
user_001,dinner,2025-02-07 19:00:00,False,True,6,mushroom risotto,['dairy']
user_001,early_morning,2025-02-08 06:45:00,True,True,5,peanut butter banana smoothie,"['peanuts', 'dairy', 'gluten']"
user_001,breakfast,2025-02-08 09:32:00,True,False,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,lunch,2025-02-08 11:38:00,True,True,4,chicken caesar salad,"['gluten', 'dairy', 'fish', 'egg']"
user_001,dinner,2025-02-08 19:29:00,True,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,early_morning,2025-02-09 05:52:00,True,True,8,lentil soup,['legumes']
user_001,breakfast,2025-02-09 08:46:00,True,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,lunch,2025-02-09 13:52:00,True,True,10,black bean and sweet potato tacos,['legumes']
user_001,dinner,2025-02-09 20:15:00,True,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,breakfast,2025-02-10 09:40:00,False,True,6,mushroom risotto,['dairy']
user_001,lunch,2025-02-10 13:13:00,False,False,11,herb roasted vegetables,[]
user_001,dinner,2025-02-10 18:01:00,False,True,5,peanut butter banana smoothie,"['peanuts', 'dairy', 'gluten']"
user_001,breakfast,2025-02-11 09:00:00,False,True,11,herb roasted vegetables,[]
user_001,morning_snack,2025-02-11 10:31:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,lunch,2025-02-11 12:20:00,False,False,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,dinner,2025-02-11 19:38:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,evening_snack,2025-02-11 22:00:00,False,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,early_morning,2025-02-12 06:31:00,False,False,9,mango chicken lettuce wraps,['fish']
user_001,breakfast,2025-02-12 09:58:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,lunch,2025-02-12 11:51:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,dinner,2025-02-12 19:56:00,False,True,9,mango chicken lettuce wraps,['fish']
user_001,early_morning,2025-02-13 06:22:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,breakfast,2025-02-13 07:29:00,False,True,5,peanut butter banana smoothie,"['peanuts', 'dairy', 'gluten']"
user_001,lunch,2025-02-13 13:21:00,False,False,1,beef tacos,['dairy']
user_001,afternoon_snack,2025-02-13 15:36:00,False,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,dinner,2025-02-13 19:24:00,False,False,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,breakfast,2025-02-14 09:08:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,lunch,2025-02-14 12:40:00,False,True,1,beef tacos,['dairy']
user_001,afternoon_snack,2025-02-14 15:18:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,dinner,2025-02-14 19:38:00,False,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,breakfast,2025-02-15 08:44:00,True,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,lunch,2025-02-15 11:21:00,True,False,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,afternoon_snack,2025-02-15 15:34:00,True,True,1,beef tacos,['dairy']
user_001,dinner,2025-02-15 20:54:00,True,False,10,black bean and sweet potato tacos,['legumes']
user_001,evening_snack,2025-02-15 21:07:00,True,False,0,margherita pizza,"['gluten', 'dairy']"
user_001,breakfast,2025-02-16 07:51:00,True,True,11,herb roasted vegetables,[]
user_001,lunch,2025-02-16 12:34:00,True,True,10,black bean and sweet potato tacos,['legumes']
user_001,afternoon_snack,2025-02-16 15:22:00,True,False,7,salmon sushi roll,"['fish', 'soy', 'gluten']"
user_001,dinner,2025-02-16 19:22:00,True,True,10,black bean and sweet potato tacos,['legumes']
user_001,evening_snack,2025-02-16 21:23:00,True,False,11,herb roasted vegetables,[]
user_001,breakfast,2025-02-17 09:25:00,False,False,7,salmon sushi roll,"['fish', 'soy', 'gluten']"
user_001,lunch,2025-02-17 13:47:00,False,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,dinner,2025-02-17 19:09:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,breakfast,2025-02-18 07:14:00,False,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,lunch,2025-02-18 12:06:00,False,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,dinner,2025-02-18 18:19:00,False,True,4,chicken caesar salad,"['gluten', 'dairy', 'fish', 'egg']"
user_001,early_morning,2025-02-19 05:13:00,False,False,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,breakfast,2025-02-19 09:36:00,False,False,11,herb roasted vegetables,[]
user_001,lunch,2025-02-19 11:31:00,False,False,6,mushroom risotto,['dairy']
user_001,dinner,2025-02-19 18:18:00,False,False,0,margherita pizza,"['gluten', 'dairy']"
user_001,breakfast,2025-02-20 07:25:00,False,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,lunch,2025-02-20 11:57:00,False,True,1,beef tacos,['dairy']
user_001,afternoon_snack,2025-02-20 15:54:00,False,False,10,black bean and sweet potato tacos,['legumes']
user_001,dinner,2025-02-20 18:39:00,False,True,4,chicken caesar salad,"['gluten', 'dairy', 'fish', 'egg']"
user_001,evening_snack,2025-02-20 22:07:00,False,True,9,mango chicken lettuce wraps,['fish']
user_001,breakfast,2025-02-21 09:38:00,False,True,9,mango chicken lettuce wraps,['fish']
user_001,lunch,2025-02-21 13:36:00,False,False,6,mushroom risotto,['dairy']
user_001,dinner,2025-02-21 20:54:00,False,False,5,peanut butter banana smoothie,"['peanuts', 'dairy', 'gluten']"
user_001,early_morning,2025-02-22 06:27:00,True,True,5,peanut butter banana smoothie,"['peanuts', 'dairy', 'gluten']"
user_001,breakfast,2025-02-22 08:17:00,True,True,11,herb roasted vegetables,[]
user_001,lunch,2025-02-22 11:30:00,True,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,dinner,2025-02-22 19:20:00,True,True,5,peanut butter banana smoothie,"['peanuts', 'dairy', 'gluten']"
user_001,evening_snack,2025-02-22 22:15:00,True,True,6,mushroom risotto,['dairy']
user_001,breakfast,2025-02-23 07:42:00,True,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,lunch,2025-02-23 13:53:00,True,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,afternoon_snack,2025-02-23 15:06:00,True,True,8,lentil soup,['legumes']
user_001,dinner,2025-02-23 20:18:00,True,False,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,early_morning,2025-02-24 05:57:00,False,True,8,lentil soup,['legumes']
user_001,breakfast,2025-02-24 07:32:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,lunch,2025-02-24 11:48:00,False,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,dinner,2025-02-24 18:39:00,False,True,7,salmon sushi roll,"['fish', 'soy', 'gluten']"
user_001,evening_snack,2025-02-24 21:37:00,False,True,7,salmon sushi roll,"['fish', 'soy', 'gluten']"
user_001,breakfast,2025-02-25 07:28:00,False,True,11,herb roasted vegetables,[]
user_001,lunch,2025-02-25 12:12:00,False,True,8,lentil soup,['legumes']
user_001,dinner,2025-02-25 20:42:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,early_morning,2025-02-26 06:15:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,breakfast,2025-02-26 09:28:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,lunch,2025-02-26 13:29:00,False,True,8,lentil soup,['legumes']
user_001,dinner,2025-02-26 20:57:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,evening_snack,2025-02-26 22:43:00,False,True,11,herb roasted vegetables,[]
user_001,early_morning,2025-02-27 05:40:00,False,False,6,mushroom risotto,['dairy']
user_001,breakfast,2025-02-27 07:48:00,False,True,8,lentil soup,['legumes']
user_001,lunch,2025-02-27 13:35:00,False,True,7,salmon sushi roll,"['fish', 'soy', 'gluten']"
user_001,dinner,2025-02-27 20:58:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,breakfast,2025-02-28 07:18:00,False,True,9,mango chicken lettuce wraps,['fish']
user_001,lunch,2025-02-28 11:17:00,False,False,11,herb roasted vegetables,[]
user_001,afternoon_snack,2025-02-28 16:43:00,False,True,6,mushroom risotto,['dairy']
user_001,dinner,2025-02-28 19:27:00,False,True,11,herb roasted vegetables,[]
user_001,evening_snack,2025-02-28 21:06:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,breakfast,2025-03-01 09:10:00,True,False,10,black bean and sweet potato tacos,['legumes']
user_001,lunch,2025-03-01 13:04:00,True,False,0,margherita pizza,"['gluten', 'dairy']"
user_001,dinner,2025-03-01 20:44:00,True,True,6,mushroom risotto,['dairy']
user_001,early_morning,2025-03-02 06:52:00,True,True,0,margherita pizza,"['gluten', 'dairy']"
user_001,breakfast,2025-03-02 08:34:00,True,False,10,black bean and sweet potato tacos,['legumes']
user_001,lunch,2025-03-02 12:02:00,True,True,1,beef tacos,['dairy']
user_001,afternoon_snack,2025-03-02 15:01:00,True,True,11,herb roasted vegetables,[]
user_001,dinner,2025-03-02 20:47:00,True,True,11,herb roasted vegetables,[]
user_001,breakfast,2025-03-03 08:34:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,lunch,2025-03-03 12:17:00,False,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,dinner,2025-03-03 20:07:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,breakfast,2025-03-04 07:17:00,False,False,10,black bean and sweet potato tacos,['legumes']
user_001,lunch,2025-03-04 13:13:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,afternoon_snack,2025-03-04 15:24:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,dinner,2025-03-04 18:57:00,False,True,5,peanut butter banana smoothie,"['peanuts', 'dairy', 'gluten']"
user_001,evening_snack,2025-03-04 22:17:00,False,False,7,salmon sushi roll,"['fish', 'soy', 'gluten']"
user_001,early_morning,2025-03-05 05:31:00,False,False,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,breakfast,2025-03-05 08:57:00,False,True,9,mango chicken lettuce wraps,['fish']
user_001,lunch,2025-03-05 12:24:00,False,True,11,herb roasted vegetables,[]
user_001,dinner,2025-03-05 18:02:00,False,True,10,black bean and sweet potato tacos,['legumes']
user_001,early_morning,2025-03-06 05:24:00,False,False,10,black bean and sweet potato tacos,['legumes']
user_001,breakfast,2025-03-06 09:17:00,False,True,8,lentil soup,['legumes']
user_001,morning_snack,2025-03-06 10:59:00,False,True,7,salmon sushi roll,"['fish', 'soy', 'gluten']"
user_001,lunch,2025-03-06 12:36:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,dinner,2025-03-06 20:04:00,False,False,10,black bean and sweet potato tacos,['legumes']
user_001,breakfast,2025-03-07 08:30:00,False,True,11,herb roasted vegetables,[]
user_001,morning_snack,2025-03-07 10:53:00,False,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,lunch,2025-03-07 11:57:00,False,False,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,dinner,2025-03-07 20:01:00,False,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,evening_snack,2025-03-07 21:13:00,False,True,6,mushroom risotto,['dairy']
user_001,early_morning,2025-03-08 05:56:00,True,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,breakfast,2025-03-08 07:58:00,True,True,4,chicken caesar salad,"['gluten', 'dairy', 'fish', 'egg']"
user_001,lunch,2025-03-08 12:56:00,True,True,11,herb roasted vegetables,[]
user_001,dinner,2025-03-08 19:49:00,True,False,6,mushroom risotto,['dairy']
user_001,breakfast,2025-03-09 08:08:00,True,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,morning_snack,2025-03-09 10:27:00,True,True,6,mushroom risotto,['dairy']
user_001,lunch,2025-03-09 12:14:00,True,True,3,classic cheeseburger,"['gluten', 'dairy']"
user_001,dinner,2025-03-09 18:58:00,True,True,8,lentil soup,['legumes']
user_001,evening_snack,2025-03-09 22:15:00,True,True,6,mushroom risotto,['dairy']
user_001,breakfast,2025-03-10 09:45:00,False,False,11,herb roasted vegetables,[]
user_001,lunch,2025-03-10 13:21:00,False,True,2,shrimp stir fry,"['shellfish', 'soy', 'gluten']"
user_001,afternoon_snack,2025-03-10 16:30:00,False,True,8,lentil soup,['legumes']
